,FIELD,CODE,TICKER
911,RI,CAPE,U:CAPE
912,RI,CARZ,@CARZ
913,RI,CATH,@CATH
914,RI,CBON,U:CBON
915,RI,CCON,U:CCON
916,RI,CCOR,U:CCOR
917,RI,CCRV,U:CCRV
918,RI,CEFA,@CEFA
919,RI,CEFD,U:CEFD
920,RI,CEFS,U:CEFS
921,RI,CEMB,U:CEMB
922,RI,CFCV,U:CFCV
923,RI,CHAD,U:CHAD
924,RI,CHAU,U:CHAU
925,RI,CHEP,U:CHEP
926,RI,CHGX,U:CHGX
927,RI,CHIC,U:CHIC
928,RI,CHIE,U:CHIE
929,RI,CHIH,U:CHIH
930,RI,CHII,U:CHII
931,RI,CHIK,U:CHIK
932,RI,CHIL,U:CHIL
933,RI,CHIM,U:CHIM
934,RI,CHIQ,U:CHIQ
935,RI,CHIR,U:CHIR
936,RI,CHIS,U:CHIS
937,RI,CHIU,U:CHIU
938,RI,CHIX,U:CHIX
939,RI,CHNA,U:CHNA
940,RI,CIBR,@CIBR
941,RI,CLIX,U:CLIX
942,RI,CLOU,@CLOU
943,RI,CLRG,@CLRG
944,RI,CLTL,U:CLTL
945,RI,CMBS,U:CMBS
946,RI,CMDY,U:CMDY
947,RI,CNBS,U:CNBS
948,RI,CNCR,@CNCR
949,RI,CNRG,U:CNRG
950,RI,CNXT,U:CNXT
951,RI,CNYA,U:CNYA
952,RI,COMB,U:COMB
953,RI,COMT,@COMT
954,RI,COPX,U:COPX
955,RI,CORN,U:CORN
956,RI,CORP,U:CORP
957,RI,COWZ,U:COWZ
958,RI,CPER,U:CPER
959,RI,CQQQ,U:CQQQ
960,RI,CRAK,U:CRAK
961,RI,CRBN,U:CRBN
962,RI,CROC,U:CROC
963,RI,CSML,@CSML
964,RI,CTEC,@CTEC
965,RI,CURE,U:CURE
966,RI,CWEB,U:CWEB
967,RI,CXSE,@CXSE
968,RI,DALI,@DALI
969,RI,DALT,U:DALT
970,RI,DAUG,U:DAUG
971,RI,DBAW,U:DBAW
972,RI,DBEF,U:DBEF
973,RI,DBEH,U:DBEH
974,RI,DBEM,U:DBEM
975,RI,DBEU,U:DBEU
976,RI,DBEZ,U:DBEZ
977,RI,DBGR,U:DBGR
978,RI,DBJP,U:DBJP
979,RI,DBLV,U:DBLV
980,RI,DBMF,U:DBMF
981,RI,DBOC,U:DBOC
982,RI,DDIV,@DDIV
983,RI,DDLS,U:DDLS
984,RI,DDWM,U:DDWM
985,RI,DEED,U:DEED
986,RI,DEEF,U:DEEF
987,RI,DEEP,U:DEEP
988,RI,DEFA,U:DEFA
989,RI,DEUS,U:DEUS
990,RI,DFEB,U:DFEB
991,RI,DFEN,U:DFEN
992,RI,DFND,U:DFND
993,RI,DFNL,@DFNL
994,RI,DFVL,U:DFVL
995,RI,DFVS,U:DFVS
996,RI,DGRE,@DGRE
997,RI,DGRO,U:DGRO
998,RI,DGRS,@DGRS
999,RI,DGRW,@DGRW
1000,RI,DIAL,U:DIAL
1001,RI,DINT,@DINT
1002,RI,DIVA,U:DIVA
1003,RI,DIVB,U:DIVB
1004,RI,DIVO,U:DIVO
1005,RI,DJCB,U:DJCB
1006,RI,DJCI,U:DJCI
1007,RI,DJUL,U:DJUL
1008,RI,DJUN,U:DJUN
1009,RI,DMAY,U:DMAY
1010,RI,DMDV,U:DMDV
1011,RI,DMRE,U:DMRE
1012,RI,DMRI,U:DMRI
1013,RI,DMRL,U:DMRL
1014,RI,DMRM,U:DMRM
1015,RI,DMRS,U:DMRS
1016,RI,DMXF,@DMXF
1017,RI,DNOV,U:DNOV
1018,RI,DOCT,U:DOCT
1019,RI,DPST,U:DPST
1020,RI,DRIP,U:DRIP
1021,RI,DRIV,@DRIV
1022,RI,DRSK,U:DRSK
1023,RI,DSEP,U:DSEP
1024,RI,DSOC,U:DSOC
1025,RI,DSTL,U:DSTL
1026,RI,DTEC,U:DTEC
1027,RI,DUAL,U:DUAL
1028,RI,DURA,U:DURA
1029,RI,DUSA,@DUSA
1030,RI,DUSL,U:DUSL
1031,RI,DUST,U:DUST
1032,RI,DVLU,@DVLU
1033,RI,DVOL,@DVOL
1034,RI,DVYA,U:DVYA
1035,RI,DVYE,U:DVYE
1036,RI,DWAS,@DWAS
1037,RI,DWAT,@DWAT
1038,RI,DWAW,@DWAW
1039,RI,DWCR,@DWCR
1040,RI,DWEQ,@DWEQ
1041,RI,DWFI,@DWFI
1042,RI,DWLD,@DWLD
1043,RI,DWMC,@DWMC
1044,RI,DWMF,U:DWMF
1045,RI,DWPP,@DWPP
1046,RI,DWSH,@DWSH
1047,RI,DWUS,@DWUS
1048,RI,DXGE,@DXGE
1049,RI,DXJS,@DXJS
1050,RI,DYHG,U:DYHG
1051,RI,DYNF,U:DYNF
1052,RI,EAGG,U:EAGG
1053,RI,EAOA,U:EAOA
1054,RI,EAOK,U:EAOK
1055,RI,EAOM,U:EAOM
1056,RI,EAOR,U:EAOR
1057,RI,EASG,U:EASG
1058,RI,EBIZ,@EBIZ
1059,RI,EBLU,U:EBLU
1060,RI,EBND,U:EBND
1061,RI,ECLN,U:ECLN
1062,RI,ECNS,U:ECNS
1063,RI,ECON,U:ECON
1064,RI,ECOW,@ECOW
1065,RI,ECOZ,U:ECOZ
1066,RI,EDEN,U:EDEN
1067,RI,EDIV,U:EDIV
1068,RI,EDOC,@EDOC
1069,RI,EDOG,U:EDOG
1070,RI,EDOW,U:EDOW
1071,RI,EDUT,@EDUT
1072,RI,EELV,U:EELV
1073,RI,EEMA,@EEMA
1074,RI,EEMD,U:EEMD
1075,RI,EEMO,U:EEMO
1076,RI,EEMS,U:EEMS
1077,RI,EEMV,U:EEMV
1078,RI,EEMX,U:EEMX
1079,RI,EFAD,U:EFAD
1080,RI,EFAS,@EFAS
1081,RI,EFAV,U:EFAV
1082,RI,EFAX,U:EFAX
1083,RI,EFIV,U:EFIV
1084,RI,EFNL,U:EFNL
1085,RI,EGPT,U:EGPT
1086,RI,EIDO,U:EIDO
1087,RI,EINC,U:EINC
1088,RI,EIRL,U:EIRL
1089,RI,EJAN,U:EJAN
1090,RI,EJUL,U:EJUL
1091,RI,EKAR,U:EKAR
1092,RI,EMAG,U:EMAG
1093,RI,EMBD,U:EMBD
1094,RI,EMBH,U:EMBH
1095,RI,EMCB,@EMCB
1096,RI,EMDV,U:EMDV
1097,RI,EMFM,U:EMFM
1098,RI,EMGF,U:EMGF
1099,RI,EMHY,U:EMHY
1100,RI,EMIF,@EMIF
1101,RI,EMLC,U:EMLC
1102,RI,EMLP,U:EMLP
1103,RI,EMMF,U:EMMF
1104,RI,EMNT,U:EMNT
1105,RI,EMQQ,U:EMQQ
1106,RI,EMSG,U:EMSG
1107,RI,EMSH,U:EMSH
1108,RI,EMTL,U:EMTL
1109,RI,EMTY,U:EMTY
1110,RI,EMXC,@EMXC
1111,RI,EMXF,@EMXF
1112,RI,ENFR,U:ENFR
1113,RI,ENOR,U:ENOR
1114,RI,ENTR,U:ENTR
1115,RI,ENZL,@ENZL
1116,RI,EPHE,U:EPHE
1117,RI,EPOL,U:EPOL
1118,RI,EPRF,U:EPRF
1119,RI,EQAL,U:EQAL
1120,RI,EQOP,U:EQOP
1121,RI,EQRR,@EQRR
1122,RI,EQWL,U:EQWL
1123,RI,ERSX,U:ERSX
1124,RI,ERUS,U:ERUS
1125,RI,ESCR,U:ESCR
1126,RI,ESEB,U:ESEB
1127,RI,ESGA,U:ESGA
1128,RI,ESGD,@ESGD
1129,RI,ESGE,@ESGE
1130,RI,ESGG,U:ESGG
1131,RI,ESGN,U:ESGN
1132,RI,ESGS,U:ESGS
1133,RI,ESGU,@ESGU
1134,RI,ESGV,U:ESGV
1135,RI,ESHY,U:ESHY
1136,RI,ESML,U:ESML
1137,RI,ESNG,U:ESNG
1138,RI,ESPO,@ESPO
1139,RI,ETHO,U:ETHO
1140,RI,EUDG,U:EUDG
1141,RI,EUDV,U:EUDV
1142,RI,EUFN,@EUFN
1143,RI,EUFX,U:EUFX
1144,RI,EURL,U:EURL
1145,RI,EURZ,U:EURZ
1146,RI,EUSA,U:EUSA
1147,RI,EUSB,U:EUSB
1148,RI,EUSC,U:EUSC
1149,RI,EWCO,U:EWCO
1150,RI,EWGS,U:EWGS
1151,RI,EWJE,@EWJE
1152,RI,EWJV,@EWJV
1153,RI,EWMC,U:EWMC
1154,RI,EWRE,U:EWRE
1155,RI,EWSC,U:EWSC
1156,RI,EWUS,U:EWUS
1157,RI,EWZS,@EWZS
1158,RI,EYLD,U:EYLD
1159,RI,FAAR,@FAAR
1160,RI,FALN,@FALN
1161,RI,FAUG,U:FAUG
1162,RI,FAUS,U:FAUS
1163,RI,FBCG,U:FBCG
1164,RI,FBCV,U:FBCV
1165,RI,FBGX,U:FBGX
1166,RI,FBND,U:FBND
1167,RI,FCAL,@FCAL
1168,RI,FCAN,@FCAN
1169,RI,FCEF,@FCEF
1170,RI,FCOM,U:FCOM
1171,RI,FCOR,U:FCOR
1172,RI,FCPI,U:FCPI
1173,RI,FCTR,U:FCTR
1174,RI,FCVT,@FCVT
1175,RI,FDEM,U:FDEM
1176,RI,FDEV,U:FDEV
1177,RI,FDHY,U:FDHY
1178,RI,FDIS,U:FDIS
1179,RI,FDIV,@FDIV
1180,RI,FDLO,U:FDLO
1181,RI,FDMO,U:FDMO
1182,RI,FDNI,@FDNI
1183,RI,FDRR,U:FDRR
1184,RI,FDTS,@FDTS
1185,RI,FDVV,U:FDVV
1186,RI,FEDX,U:FEDX
1187,RI,FEMB,@FEMB
1188,RI,FEMS,@FEMS
1189,RI,FENY,U:FENY
1190,RI,FEUL,U:FEUL
1191,RI,FEUZ,@FEUZ
1192,RI,FFEB,U:FFEB
1193,RI,FFEU,U:FFEU
1194,RI,FFHG,U:FFHG
1195,RI,FFIU,U:FFIU
1196,RI,FFSG,U:FFSG
1197,RI,FFTG,U:FFTG
1198,RI,FFTI,U:FFTI
1199,RI,FFTY,U:FFTY
1200,RI,FHLC,U:FHLC
1201,RI,FIBR,U:FIBR
1202,RI,FIDI,U:FIDI
1203,RI,FIDU,U:FIDU
1204,RI,FIEE,U:FIEE
1205,RI,FIHD,U:FIHD
1206,RI,FILL,U:FILL
1207,RI,FINX,@FINX
1208,RI,FISR,U:FISR
1209,RI,FITE,U:FITE
1210,RI,FIVA,U:FIVA
1211,RI,FIVG,U:FIVG
1212,RI,FIXD,@FIXD
1213,RI,FIYY,U:FIYY
1214,RI,FJNK,U:FJNK
1215,RI,FJUL,U:FJUL
1216,RI,FJUN,U:FJUN
1217,RI,FLAU,U:FLAU
1218,RI,FLAX,U:FLAX
1219,RI,FLBL,U:FLBL
1220,RI,FLBR,U:FLBR
1221,RI,FLCA,U:FLCA
1222,RI,FLCB,U:FLCB
1223,RI,FLCH,U:FLCH
1224,RI,FLCO,U:FLCO
1225,RI,FLDR,U:FLDR
1226,RI,FLEE,U:FLEE
1227,RI,FLEH,U:FLEH
1228,RI,FLEU,U:FLEU
1229,RI,FLFR,U:FLFR
1230,RI,FLGB,U:FLGB
1231,RI,FLGE,U:FLGE
1232,RI,FLGR,U:FLGR
1233,RI,FLGV,U:FLGV
1234,RI,FLHK,U:FLHK
1235,RI,FLHY,U:FLHY
1236,RI,FLIA,U:FLIA
1237,RI,FLIN,U:FLIN
1238,RI,FLIY,U:FLIY
1239,RI,FLJH,U:FLJH
1240,RI,FLJP,U:FLJP
1241,RI,FLKR,U:FLKR
1242,RI,FLLA,U:FLLA
1243,RI,FLLV,U:FLLV
1244,RI,FLMB,U:FLMB
1245,RI,FLMI,U:FLMI
1246,RI,FLMX,U:FLMX
1247,RI,FLOT,U:FLOT
1248,RI,FLQD,U:FLQD
1249,RI,FLQE,U:FLQE
1250,RI,FLQG,U:FLQG
1251,RI,FLQH,U:FLQH
1252,RI,FLQL,U:FLQL
1253,RI,FLQM,U:FLQM
1254,RI,FLQS,U:FLQS
1255,RI,FLRG,U:FLRG
1256,RI,FLRN,U:FLRN
1257,RI,FLRT,U:FLRT
1258,RI,FLRU,U:FLRU
1259,RI,FLSA,U:FLSA
1260,RI,FLSP,U:FLSP
1261,RI,FLSW,U:FLSW
1262,RI,FLTB,U:FLTB
1263,RI,FLTR,U:FLTR
1264,RI,FLTW,U:FLTW
1265,RI,FLUD,U:FLUD
1266,RI,FLYT,U:FLYT
1267,RI,FLZA,U:FLZA
1268,RI,FMAT,U:FMAT
1269,RI,FMAY,U:FMAY
1270,RI,FMHI,@FMHI
1271,RI,FMIL,U:FMIL
1272,RI,FNCL,U:FNCL
1273,RI,FNDA,U:FNDA
1274,RI,FNDB,U:FNDB
1275,RI,FNDC,U:FNDC
1276,RI,FNDE,U:FNDE
1277,RI,FNDF,U:FNDF
1278,RI,FNDX,U:FNDX
1279,RI,FNGD,U:FNGD
1280,RI,FNGO,U:FNGO
1281,RI,FNGS,U:FNGS
1282,RI,FNGU,U:FNGU
1283,RI,FNGZ,U:FNGZ
1284,RI,FNOV,U:FNOV
1285,RI,FOCT,U:FOCT
1286,RI,FOVL,U:FOVL
1287,RI,FPEI,U:FPEI
1288,RI,FPXE,@FPXE
1289,RI,FPXI,@FPXI
1290,RI,FQAL,U:FQAL
1291,RI,FRAK,U:FRAK
1292,RI,FRDM,U:FRDM
1293,RI,FREL,U:FREL
1294,RI,FRLG,U:FRLG
1295,RI,FSEP,U:FSEP
1296,RI,FSMB,U:FSMB
1297,RI,FSMD,U:FSMD
1298,RI,FSTA,U:FSTA
1299,RI,FTAG,@FTAG
1300,RI,FTCS,@FTCS
1301,RI,FTEC,U:FTEC
1302,RI,FTGC,@FTGC
1303,RI,FTHI,@FTHI
1304,RI,FTLB,@FTLB
1305,RI,FTLS,U:FTLS
1306,RI,FTRI,@FTRI
1307,RI,FTSD,U:FTSD
1308,RI,FTSL,@FTSL
1309,RI,FTSM,@FTSM
1310,RI,FTXD,@FTXD
1311,RI,FTXG,@FTXG
1312,RI,FTXH,@FTXH
1313,RI,FTXL,@FTXL
1314,RI,FTXN,@FTXN
1315,RI,FTXO,@FTXO
1316,RI,FTXR,@FTXR
1317,RI,FUMB,U:FUMB
1318,RI,FUNL,U:FUNL
1319,RI,FUTY,U:FUTY
1320,RI,FVAL,U:FVAL
1321,RI,FWDB,U:FWDB
1322,RI,FYLD,U:FYLD
1323,RI,GAMR,U:GAMR
1324,RI,GBDV,U:GBDV
1325,RI,GBGR,U:GBGR
1326,RI,GBIL,U:GBIL
1327,RI,GBLO,U:GBLO
1328,RI,GBUG,U:GBUG
1329,RI,GBUY,U:GBUY
1330,RI,GCEC,@GCEC
1331,RI,GCOR,U:GCOR
1332,RI,GCOW,U:GCOW
1333,RI,GDAT,U:GDAT
1334,RI,GDMA,U:GDMA
1335,RI,GDNA,U:GDNA
1336,RI,GDVD,U:GDVD
1337,RI,GDXJ,U:GDXJ
1338,RI,GENY,@GENY
1339,RI,GERM,U:GERM
1340,RI,GFIN,U:GFIN
1341,RI,GHYB,U:GHYB
1342,RI,GHYG,U:GHYG
1343,RI,GIGB,U:GIGB
1344,RI,GIGE,@GIGE
1345,RI,GLCN,U:GLCN
1346,RI,GLDI,@GLDI
1347,RI,GLDM,U:GLDM
1348,RI,GLIF,U:GLIF
1349,RI,GLIN,U:GLIN
1350,RI,GLTR,U:GLTR
1351,RI,GMAN,U:GMAN
1352,RI,GMOM,U:GMOM
1353,RI,GNAF,U:GNAF
1354,RI,GNMA,@GNMA
1355,RI,GNOM,@GNOM
1356,RI,GOAT,U:GOAT
1357,RI,GOAU,U:GOAU
1358,RI,GOEX,U:GOEX
1359,RI,GOVT,U:GOVT
1360,RI,GOVZ,U:GOVZ
1361,RI,GQRE,U:GQRE
1362,RI,GREK,U:GREK
1363,RI,GRES,U:GRES
1364,RI,GRID,@GRID
1365,RI,GRNB,U:GRNB
1366,RI,GSCE,@GSCE
1367,RI,GSEE,U:GSEE
1368,RI,GSEU,U:GSEU
1369,RI,GSEW,U:GSEW
1370,RI,GSID,U:GSID
1371,RI,GSIE,U:GSIE
1372,RI,GSIG,U:GSIG
1373,RI,GSJY,U:GSJY
1374,RI,GSLC,U:GSLC
1375,RI,GSSC,U:GSSC
1376,RI,GSST,U:GSST
1377,RI,GSUS,U:GSUS
1378,RI,GTIP,U:GTIP
1379,RI,GUDB,U:GUDB
1380,RI,GUNR,U:GUNR
1381,RI,GURU,U:GURU
1382,RI,GUSH,U:GUSH
1383,RI,GVAL,U:GVAL
1384,RI,GVIP,U:GVIP
1385,RI,GXTG,@GXTG
1386,RI,GYLD,U:GYLD
1387,RI,HACK,U:HACK
1388,RI,HAIL,U:HAIL
1389,RI,HAUZ,U:HAUZ
1390,RI,HAWX,U:HAWX
1391,RI,HCRB,U:HCRB
1392,RI,HDAW,U:HDAW
1393,RI,HDEF,U:HDEF
1394,RI,HDGE,U:HDGE
1395,RI,HDIV,U:HDIV
1396,RI,HDLB,U:HDLB
1397,RI,HDMV,U:HDMV
1398,RI,HEDJ,U:HEDJ
1399,RI,HEEM,U:HEEM
1400,RI,HEFA,U:HEFA
1401,RI,HELX,U:HELX
1402,RI,HERD,@HERD
1403,RI,HERO,@HERO
1404,RI,HEWC,U:HEWC
1405,RI,HEWG,@HEWG
1406,RI,HEWJ,U:HEWJ
1407,RI,HEWU,U:HEWU
1408,RI,HEWW,U:HEWW
1409,RI,HEZU,U:HEZU
1410,RI,HFXI,U:HFXI
1411,RI,HIBL,U:HIBL
1412,RI,HIBS,U:HIBS
1413,RI,HIPR,U:HIPR
1414,RI,HIPS,U:HIPS
1415,RI,HJPX,U:HJPX
1416,RI,HLAL,@HLAL
1417,RI,HMOP,U:HMOP
1418,RI,HNDL,@HNDL
1419,RI,HOLD,U:HOLD
1420,RI,HOMZ,U:HOMZ
1421,RI,HSCZ,U:HSCZ
1422,RI,HSMV,U:HSMV
1423,RI,HSRT,U:HSRT
1424,RI,HTAB,U:HTAB
1425,RI,HTEC,U:HTEC
1426,RI,HTRB,U:HTRB
1427,RI,HTUS,U:HTUS
1428,RI,HUSV,U:HUSV
1429,RI,HYBB,U:HYBB
1430,RI,HYDB,U:HYDB
1431,RI,HYDW,U:HYDW
1432,RI,HYEM,U:HYEM
1433,RI,HYGH,U:HYGH
1434,RI,HYGV,U:HYGV
1435,RI,HYHG,U:HYHG
1436,RI,HYLB,U:HYLB
1437,RI,HYLD,U:HYLD
1438,RI,HYLS,@HYLS
1439,RI,HYLV,U:HYLV
1440,RI,HYMB,U:HYMB
1441,RI,HYTR,U:HYTR
1442,RI,HYUP,U:HYUP
1443,RI,HYXF,@HYXF
1444,RI,HYXU,U:HYXU
1445,RI,HYZD,@HYZD
1446,RI,IAGG,U:IAGG
1447,RI,IAUF,U:IAUF
1448,RI,IBBJ,@IBBJ
1449,RI,IBCE,U:IBCE
1450,RI,IBDD,U:IBDD
1451,RI,IBDL,U:IBDL
1452,RI,IBDM,U:IBDM
1453,RI,IBDN,U:IBDN
1454,RI,IBDO,U:IBDO
1455,RI,IBDP,U:IBDP
1456,RI,IBDQ,U:IBDQ
1457,RI,IBDR,U:IBDR
1458,RI,IBDS,U:IBDS
1459,RI,IBDT,U:IBDT
1460,RI,IBDU,U:IBDU
1461,RI,IBDV,U:IBDV
1462,RI,IBHA,U:IBHA
1463,RI,IBHB,U:IBHB
1464,RI,IBHC,U:IBHC
1465,RI,IBHD,U:IBHD
1466,RI,IBHE,U:IBHE
1467,RI,IBMJ,U:IBMJ
1468,RI,IBMK,U:IBMK
1469,RI,IBML,U:IBML
1470,RI,IBMM,U:IBMM
1471,RI,IBMN,U:IBMN
1472,RI,IBMO,U:IBMO
1473,RI,IBMP,U:IBMP
1474,RI,IBMQ,U:IBMQ
1475,RI,IBND,U:IBND
1476,RI,IBTA,@IBTA
1477,RI,IBTB,@IBTB
1478,RI,IBTD,@IBTD
1479,RI,IBTE,@IBTE
1480,RI,IBTF,@IBTF
1481,RI,IBTG,@IBTG
1482,RI,IBTH,@IBTH
1483,RI,IBTI,@IBTI
1484,RI,IBTJ,@IBTJ
1485,RI,IBTK,@IBTK
1486,RI,IBUY,U:IBUY
1487,RI,ICLN,@ICLN
1488,RI,ICOL,U:ICOL
1489,RI,ICOW,U:ICOW
1490,RI,ICSH,U:ICSH
1491,RI,ICVT,U:ICVT
1492,RI,IDEV,U:IDEV
1493,RI,IDHD,U:IDHD
1494,RI,IDHQ,U:IDHQ
1495,RI,IDIV,U:IDIV
1496,RI,IDLB,@IDLB
1497,RI,IDLV,U:IDLV
1498,RI,IDMO,U:IDMO
1499,RI,IDNA,U:IDNA
1500,RI,IDOG,U:IDOG
1501,RI,IDRV,U:IDRV
1502,RI,IECS,U:IECS
1503,RI,IEDI,U:IEDI
1504,RI,IEFA,U:IEFA
1505,RI,IEFN,U:IEFN
1506,RI,IEHS,U:IEHS
1507,RI,IEIH,U:IEIH
1508,RI,IEME,U:IEME
1509,RI,IEMG,U:IEMG
1510,RI,IETC,U:IETC
1511,RI,IEUR,U:IEUR
1512,RI,IEUS,@IEUS
1513,RI,IFGL,@IFGL
1514,RI,IFRA,U:IFRA
1515,RI,IGBH,U:IGBH
1516,RI,IGEB,U:IGEB
1517,RI,IGHG,U:IGHG
1518,RI,IGIB,@IGIB
1519,RI,IGLB,U:IGLB
1520,RI,IGOV,@IGOV
1521,RI,IGRO,U:IGRO
1522,RI,IGSB,@IGSB
1523,RI,IHAK,U:IHAK
1524,RI,IHDG,U:IHDG
1525,RI,IIGD,U:IIGD
1526,RI,IIGV,U:IIGV
1527,RI,IJAN,U:IJAN
1528,RI,IJUL,U:IJUL
1529,RI,ILTB,U:ILTB
1530,RI,IMLP,U:IMLP
1531,RI,IMOM,U:IMOM
1532,RI,IMTB,U:IMTB
1533,RI,IMTM,U:IMTM
1534,RI,INCO,U:INCO
1535,RI,INDA,U:INDA
1536,RI,INDL,U:INDL
1537,RI,INDS,U:INDS
1538,RI,INDY,@INDY
1539,RI,INFR,@INFR
1540,RI,INKM,U:INKM
1541,RI,INTF,U:INTF
1542,RI,IPAC,U:IPAC
1543,RI,IPAY,U:IPAY
1544,RI,IPFF,U:IPFF
1545,RI,IPKW,@IPKW
1546,RI,IPOS,U:IPOS
1547,RI,IQDE,U:IQDE
1548,RI,IQDF,U:IQDF
1549,RI,IQDG,U:IQDG
1550,RI,IQDY,U:IQDY
1551,RI,IQIN,U:IQIN
1552,RI,IQLT,U:IQLT
1553,RI,IQSI,U:IQSI
1554,RI,IQSU,U:IQSU
1555,RI,IRBO,U:IRBO
1556,RI,ISCF,U:ISCF
1557,RI,ISDX,@ISDX
1558,RI,ISEM,@ISEM
1559,RI,ISHG,@ISHG
1560,RI,ISMD,U:ISMD
1561,RI,ISRA,U:ISRA
1562,RI,ISTB,@ISTB
1563,RI,ISZE,U:ISZE
1564,RI,ITEQ,U:ITEQ
1565,RI,ITOT,U:ITOT
1566,RI,IUSB,@IUSB
1567,RI,IUSG,@IUSG
1568,RI,IUSS,@IUSS
1569,RI,IUSV,@IUSV
1570,RI,IVAL,U:IVAL
1571,RI,IVES,U:IVES
1572,RI,IVLU,U:IVLU
1573,RI,IVOG,U:IVOG
1574,RI,IVOL,U:IVOL
1575,RI,IVOO,U:IVOO
1576,RI,IVOV,U:IVOV
1577,RI,IWFH,U:IWFH
1578,RI,IXSE,U:IXSE
1579,RI,IXUS,@IXUS
1580,RI,IYLD,U:IYLD
1581,RI,IZRL,U:IZRL
1582,RI,JAAA,U:JAAA
1583,RI,JAGG,U:JAGG
1584,RI,JCPB,U:JCPB
1585,RI,JDIV,U:JDIV
1586,RI,JDST,U:JDST
1587,RI,JEPI,U:JEPI
1588,RI,JETS,U:JETS
1589,RI,JHCS,U:JHCS
1590,RI,JHEM,U:JHEM
1591,RI,JHMA,U:JHMA
1592,RI,JHMC,U:JHMC
1593,RI,JHMD,U:JHMD
1594,RI,JHME,U:JHME
1595,RI,JHMF,U:JHMF
1596,RI,JHMH,U:JHMH
1597,RI,JHMI,U:JHMI
1598,RI,JHML,U:JHML
1599,RI,JHMM,U:JHMM
1600,RI,JHMS,U:JHMS
1601,RI,JHMT,U:JHMT
1602,RI,JHMU,U:JHMU
1603,RI,JHSC,U:JHSC
1604,RI,JIGB,U:JIGB
1605,RI,JMBS,U:JMBS
1606,RI,JMIN,U:JMIN
1607,RI,JMOM,U:JMOM
1608,RI,JMST,U:JMST
1609,RI,JMUB,U:JMUB
1610,RI,JNUG,U:JNUG
1611,RI,JOYY,U:JOYY
1612,RI,JPEM,U:JPEM
1613,RI,JPHY,U:JPHY
1614,RI,JPIB,U:JPIB
1615,RI,JPIN,U:JPIN
1616,RI,JPMB,U:JPMB
1617,RI,JPME,U:JPME
1618,RI,JPSE,U:JPSE
1619,RI,JPST,U:JPST
1620,RI,JPUS,U:JPUS
1621,RI,JPXN,U:JPXN
1622,RI,JQUA,U:JQUA
1623,RI,JSMD,@JSMD
1624,RI,JSML,@JSML
1625,RI,JULZ,U:JULZ
1626,RI,JUST,U:JUST
1627,RI,JVAL,U:JVAL
1628,RI,KALL,U:KALL
1629,RI,KAPR,U:KAPR
1630,RI,KARS,U:KARS
1631,RI,KBWB,@KBWB
1632,RI,KBWD,@KBWD
1633,RI,KBWP,@KBWP
1634,RI,KBWR,@KBWR
1635,RI,KBWY,@KBWY
1636,RI,KCCB,U:KCCB
1637,RI,KCNY,U:KCNY
1638,RI,KDFI,U:KDFI
1639,RI,KEMQ,U:KEMQ
1640,RI,KEMX,U:KEMX
1641,RI,KESG,U:KESG
1642,RI,KFYP,U:KFYP
1643,RI,KGRN,U:KGRN
1644,RI,KJAN,U:KJAN
1645,RI,KJUL,U:KJUL
1646,RI,KLCD,U:KLCD
1647,RI,KLDW,U:KLDW
1648,RI,KMED,U:KMED
1649,RI,KNAB,U:KNAB
1650,RI,KOCT,U:KOCT
1651,RI,KOIN,U:KOIN
1652,RI,KOKU,U:KOKU
1653,RI,KOLD,U:KOLD
1654,RI,KOMP,U:KOMP
1655,RI,KORP,U:KORP
1656,RI,KORU,U:KORU
1657,RI,KRBN,U:KRBN
1658,RI,KRMA,@KRMA
1659,RI,KSCD,U:KSCD
1660,RI,KURE,U:KURE
1661,RI,KWEB,U:KWEB
1662,RI,LABD,U:LABD
1663,RI,LABU,U:LABU
1664,RI,LDEM,@LDEM
1665,RI,LDRS,U:LDRS
1666,RI,LDSF,@LDSF
1667,RI,LDUR,U:LDUR
1668,RI,LEAD,U:LEAD
1669,RI,LEGR,@LEGR
1670,RI,LEMB,U:LEMB
1671,RI,LEND,U:LEND
1672,RI,LFEQ,U:LFEQ
1673,RI,LGLV,U:LGLV
1674,RI,LGOV,U:LGOV
1675,RI,LKOR,U:LKOR
1676,RI,LMBS,@LMBS
1677,RI,LMLB,U:LMLB
1678,RI,LNGR,@LNGR
1679,RI,LOUP,U:LOUP
1680,RI,LOWC,U:LOWC
1681,RI,LQDH,U:LQDH
1682,RI,LQDI,U:LQDI
1683,RI,LRGE,@LRGE
1684,RI,LRGF,U:LRGF
1685,RI,LRNZ,U:LRNZ
1686,RI,LSAF,U:LSAF
1687,RI,LSAT,U:LSAT
1688,RI,LSLT,U:LSLT
1689,RI,LSST,U:LSST
1690,RI,LTPZ,U:LTPZ
1691,RI,LVHD,@LVHD
1692,RI,LVHI,U:LVHI
1693,RI,MAAX,U:MAAX
1694,RI,MAGA,U:MAGA
1695,RI,MARB,U:MARB
1696,RI,MBSD,U:MBSD
1697,RI,MCEF,@MCEF
1698,RI,MCHI,@MCHI
1699,RI,MCRO,U:MCRO
1700,RI,MDIV,@MDIV
1701,RI,MDYG,U:MDYG
1702,RI,MDYV,U:MDYV
1703,RI,MEAR,U:MEAR
1704,RI,MEXX,U:MEXX
1705,RI,MFDX,U:MFDX
1706,RI,MFEM,U:MFEM
